"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","0.000000","0","92"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","23","1","0.000000","0","23"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","67","67","1","0.000000","0","67"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","0.000000","0","7"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","18","18","1","0.000000","0","18"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","0.000000","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","0.000000","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","0.000000","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","0.000000","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","0.000000","0","15"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","20","20","1","0.000000","0","20"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","17","17","1","0.000000","0","17"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","14","14","1","0.000000","0","14"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","23","23","1","0.000000","0","23"
"/Game/Tim.Tim","49","8","8","1","0.000000","0","8"
"/Game/Kevin.Kevin","49","8","8","1","0.000000","0","8"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","0.000000","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","0.000000","0","46"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","0.000000","0","212"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","0.000000","0","182"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","0.000000","0","166"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","0.000000","0","166"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","36","40","2","20.484102","0","20"
"/InterchangeAssets/gltf/M_Default.M_Default","49","164","182","6","0.000000","0","182"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","0.000000","0","54"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","25","25","1","0.000000","1588","6401"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack3Elements/pasted__lambert7.pasted__lambert7","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack3Elements/Maya_Lambert17.Maya_Lambert17","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert10.pasted__pasted__pasted__pasted__pasted__lambert10","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack3Elements/Maya_Lambert5.Maya_Lambert5","49","13","13","1","0.000000","0","13"
"/Game/3D_Models/Maya_Lambert11.Maya_Lambert11","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/pasted__pasted__pasted__pasted__lambert4.pasted__pasted__pasted__pasted__lambert4","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert9.Maya_Lambert9","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert12.Maya_Lambert12","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert15.Maya_Lambert15","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert7.Maya_Lambert7","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/pasted__pasted__pasted__pasted__pasted__pasted__Lambert1.pasted__pasted__pasted__pasted__pasted__pasted__Lambert1","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert8.Maya_Lambert8","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/pasted__pasted__pasted__pasted__lambert3.pasted__pasted__pasted__pasted__lambert3","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert2.Maya_Lambert2","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert10.Maya_Lambert10","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert14.Maya_Lambert14","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/pasted__pasted__pasted__pasted__pasted__pasted__pasted__Lambert1.pasted__pasted__pasted__pasted__pasted__pasted__pasted__Lambert1","49","8","8","1","0.000000","0","8"
"/Game/3D_Models/Maya_Lambert1.Maya_Lambert1","49","8","8","1","0.000000","0","8"
"/Game/RaceTrack2Elements/pasted__lambert6.pasted__lambert6","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert7.pasted__pasted__pasted__pasted__pasted__lambert7","49","13","13","1","0.000000","0","13"
"/Game/Boost.Boost","49","13","13","1","0.000000","0","13"
"/Game/3D_Models/pasted__pasted__pasted__pasted__pasted__Lambert1.pasted__pasted__pasted__pasted__pasted__Lambert1","49","13","13","1","0.000000","0","13"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","0.000000","0","7"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","0.000000","0","7"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","49","13","13","1","0.000000","0","13"
"/Game/Grass.Grass","49","13","13","1","0.000000","0","13"
"/Game/BlueColor.BlueColor","49","13","13","1","0.000000","0","13"
"/Game/Flag.Flag","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert6.pasted__pasted__pasted__pasted__pasted__lambert6","49","13","13","1","0.000000","0","13"
"/Game/Track.Track","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack2Elements/pasted__pasted__lambert10.pasted__pasted__lambert10","49","13","13","1","0.000000","0","13"
"/Game/Track_ClubhouseDoor.Track_ClubhouseDoor","49","13","13","1","0.000000","0","13"
"/Game/GreenColor1.GreenColor1","49","13","13","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","13","13","1","0.000000","0","0"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__pasted__lambert9.pasted__pasted__pasted__pasted__pasted__lambert9","49","13","13","1","0.000000","0","13"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","22","22","2","6.492021","0","22"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","16","16","1","0.000000","0","0"
"/Game/GreenColor.GreenColor","49","13","13","1","0.000000","0","13"
"/Game/RaceTrack2Elements/pasted__pasted__pasted__pasted__Maya_Lambert11.pasted__pasted__pasted__pasted__Maya_Lambert11","49","13","13","1","0.000000","0","13"
